1	d
2	u
3	s
4	c
5	b
6	t
7	b'
8	t'
11	e-
12	nu_e
13	mu-
14	nu_mu
15	tau-
16	nu_tau
17	tau'
18	nu'_tau
21	g
22	gamma
23	Z0
24	W+
25	h0
32	Z'0
33	Z"0
34	W'+
35	H0
36	A0
37	H+
39	Graviton
41	R0
42	LQ
45	H_30
46	A_20
81	specflav
82	rndmflav
83	phasespa
84	c-hadron
85	b-hadron
88	junction
89	[int_use]
90	system
91	cluster
92	string
93	indep.
94	CMshower
95	SPHEaxis
96	THRUaxis
97	CLUSjet
98	CELLjet
99	table
2101	ud_0
3101	sd_0
3201	su_0
1103	dd_1
2103	ud_1
2203	uu_1
3103	sd_1
3203	su_1
3303	ss_1
211	pi+
311	K0
321	K+
411	D+
421	D0
431	D_s+
511	B0
521	B+
531	B_s0
541	B_c+
111	pi0
221	eta
331	eta'
441	eta_c
551	eta_b
130	K_L0
310	K_S0
213	rho+
313	K*0
323	K*+
413	D*+
423	D*0
433	D*_s+
513	B*0
523	B*+
533	B*_s0
543	B*_c+
113	rho0
223	omega
333	phi
443	J/psi
553	Upsilon
10213	b_1+
10313	K_10
10323	K_1+
10413	D_1+
10423	D_10
10433	D_1s+
10113	b_10
10223	h_10
10333	h'_10
10443	h_1c0
20213	a_1+
20313	K*_10
20323	K*_1+
20413	D*_1+
20423	D*_10
20433	D*_1s+
20113	a_10
20223	f_10
20333	f'_10
20443	chi_1c0
100443	psi'
100553	Upsilon'
10211	a_0+
10311	K*_00
10321	K*_0+
10411	D*_0+
10421	D*_00
10431	D*_0s+
10111	a_00
10221	f_00
10331	f'_00
10441	chi_0c0
215	a_2+
315	K*_20
325	K*_2+
415	D*_2+
425	D*_20
435	D*_2s+
115	a_20
225	f_20
335	f'_20
445	chi_2c0
2112	n0
2212	p+
3112	Sigma-
3122	Lambda0
3212	Sigma0
3222	Sigma+
3312	Xi-
3322	Xi0
4112	Sigma_c0
4122	Lambda_c+
4212	Sigma_c+
4222	Sigma_c++
4132	Xi_c0
4312	Xi'_c0
4232	Xi_c+
4322	Xi'_c+
4332	Omega_c0
5112	Sigma_b-
5122	Lambda_b0
5212	Sigma_b0
5222	Sigma_b+
1114	Delta-
2114	Delta0
2214	Delta+
2224	Delta++
3114	Sigma*-
3214	Sigma*0
3224	Sigma*+
3314	Xi*-
3324	Xi*0
3334	Omega-
4114	Sigma*_c0
4214	Sigma*_c+
4224	Sigma*_c++
4314	Xi*_c0
4324	Xi*c+
4334	Omega*_c0
5114	Sigma*_b-
5214	Sigma*_b0
5224	Sigma*_b+
110	reggeon
990	pomeron
9900110	rho_diff0
9900210	pi_diffr+
9900220	omega_di0
9900330	phi_diff0
9900440	J/psi_di0
9902110	n_diffr
9902210	p_diffr+
1000001	~d_L
1000002	~u_L
1000003	~s_L
1000004	~c_L
1000005	~b_1
1000006	~t_1
1000011	~e_L-
1000012	~nu_eL
1000013	~mu_L-
1000014	~nu_muL
1000015	~tau_L-
1000016	~nu_tauL
1000021	~g
1000022	~chi_10
1000023	~chi_20
1000024	~chi_1+
2000001	~d_R
2000002	~u_R
2000003	~s_R
2000004	~c_R
2000005	~b_R
2000006	~t_2
2000011	~e_R-
2000012	~nu_eR
2000013	~mu_R-
2000014	~nu_muR
2000015	~tau_R-
2000016	~nu_tauR
1000025	~chi_30
1000035	~chi_40
1000037	~chi_2+
1000039	~Gravitino
1000045	~chi_50
3000111	pi_tc0
3000211	pi_tc+
3000221	pi'_tc0
3000113	rho_tc0
3000213	rho_tc+
3000223	omega_tc0
3000331	eta_tc0
3100021	V8_tc
3100111	pi_22_1_tc
3200111	pi_22_8_tc
3100113	rho_12_tc
3200113	rho_12_tc
3300113	rho_21_tc
3400113	rho_22_tc
4000001	D*
4000002	u*
4000011	e*-
4000012	nu*_e0
5000039	Graviton*
9900012	nu_Re
9900014	nu_Rmu
9900016	nu_Rtau
9900023	Z_R0
9900024	W_R+
9900041	H_L++
9900042	H_R++
9900443	cc~[3S18]
9900441	cc~[1S08]
9910443	cc~[3P08]
9900553	bb~[3S18]
9900551	bb~[1S08]
9910553	bb~[3P08]
