Particle List (1st event only)
******************************************************
JobID: 20200430	No. Events: 1000	SNN: 27

Simulation Parameters:
Version: Pythia8 Angantyr
Type of Cut: pseudorapidity (n)
Cut: 0.1
Calorimeter (r=regular, c=calorimeter): r
Counting method: d

I	particle/jet	status	KF	orig	p_x	p_y	p_z	E	m
=========================================================
0	system	-11	90	0	0	0	0	5319	5319	-nan
1	197Au	-12	1000791970	0	0	0	2653.16	2659.5	183.473	-nan
2	197Au	-12	1000791970	0	0	0	-2653.16	2659.5	183.473	-1.60397e-05
3	n0	-13	2112	1	0	0	13.4673	13.5	0.93957	-nan
4	n0	-13	2112	2	0	0	-13.4673	13.5	0.93957	-0
5	d	-21	1	9	0	0	4.27824	4.27824	0	-nan
6	g	-21	21	10	0	0	-1.09434	1.09434	0	-0
7	d	-23	1	5	-1.87047	0.996234	1.14269	2.43018	0.33	2.13904
8	g	-23	21	5	1.87047	-0.996234	2.04122	2.9424	0	2.11923
9	d	-42	1	20	7.21645e-16	1.33227e-15	4.27824	4.27824	0	1.51516e-15
10	g	-41	21	21	8.88178e-16	0	-11.2039	11.2039	0	-8.88178e-16
11	d	-44	1	7	-1.39904	1.61819	0.934338	2.35748	0.33	2.16039
12	g	-44	21	8	2.20045	-0.560897	2.09024	3.08637	0	2.27081
13	g	-43	21	10	-0.801415	-1.05729	-9.95027	10.0383	0	1.3267
14	g	-51	21	13	0.227257	0.138596	-3.66258	3.67224	0	0.266185
15	g	-51	21	13	-0.980792	-1.20809	-6.24221	6.43324	0	1.5561
16	g	-52	21	12	2.15257	-0.548693	2.04476	3.01922	0	2.2214
17	g	-51	21	15	0.00989502	-0.256781	-3.06665	3.07739	0	0.256972
18	g	-51	21	15	-0.948846	-0.961975	-3.13582	3.41453	0	1.35119
19	g	-52	21	16	2.11073	-0.538028	2.00501	2.96053	0	2.17822
20	d	-61	1	3	-1.09624	0.346432	4.20449	4.35884	0	1.14968
21	g	-61	21	4	0.38893	-0.0131305	-11.1412	11.148	0	0.389152
22	d	-62	1	11	-1.78834	1.74967	0.640652	2.60362	0.33	2.52224
23	g	-62	21	19	1.48123	-0.336185	2.29326	2.75066	0	1.5189
24	g	-62	21	14	0.352444	0.134826	-3.61482	3.63446	0	0.377353
25	g	-62	21	17	0.114877	-0.259928	-3.0376	3.05086	0	0.284182
26	g	-62	21	18	-0.867523	-0.955082	-3.21823	3.46724	0	1.29026
27	ud_1	-63	2103	3	1.09624	-0.346432	8.4364	8.54924	0.77133	1.15438
28	ud_0	-63	2101	4	-1.51228	-0.0559071	-1.43698	2.16579	0.57933	1.57054
29	d	-63	1	4	0.323527	0.314312	0.521169	0.764185	0.33	0.5001
30	n0	-13	2112	1	0	0	13.4674	13.5	0.93827	-nan
31	p_diffr+	-15	9902210	30	0.510423	0.0770004	13.3495	13.4458	1.52168	0.519537
32	g	-24	21	31	0.525657	0.0792929	1.97353	2.04388	0	0.531604
33	u	-63	2	31	0.0336616	0.0135476	4.35431	4.36184	0.253614	0.036347
34	dd_1	-63	1103	31	-0.0488951	-0.0158401	7.02164	7.04012	0.507227	0.0515308
35	n0	-13	2112	1	0	0	13.4674	13.5	0.93827	-nan
36	p_diffr+	-15	9902210	35	0.135781	-0.454386	13.29	13.508	2.37013	0.481712
37	u	-24	2	36	0.145866	-0.487862	0.806953	1.00801	0.325	0.537929
38	dd_1	-63	1103	36	-0.0100858	0.0334764	12.483	12.5	0.65	0.0350101
39	n0	-13	2112	1	0	0	13.4674	13.5	0.93827	-nan
40	p_diffr+	-15	9902210	39	0.0926075	-0.0180784	13.3449	13.5109	2.10934	0.095527
41	u	-24	2	40	0.103538	-0.0202253	0.314803	0.464602	0.325	0.147626
42	dd_1	-63	1103	40	-0.0109302	0.00214689	13.0301	13.0463	0.65	0.0111529
43	p+	-13	2212	1	0	0	13.4674	13.5	0.93827	-nan
44	p_diffr+	-15	9902210	43	0.0610103	0.15019	13.3012	13.5492	2.57534	0.165119
45	u	-24	2	44	0.0656216	0.16131	0.177177	0.409077	0.325	0.286755
46	ud_0	-63	2101	44	-0.00461127	-0.0111198	13.124	13.1401	0.65	0.0120528
47	n0	-13	2112	1	0	0	13.4674	13.5	0.93827	-nan
48	p+	-13	2212	2	0	0	-13.4674	13.5	0.93827	-0
49	d	-21	1	74	0	0	2.59518	2.59518	0	-nan
50	g	-21	21	75	0	0	-0.295275	0.295275	0	-0
51	d	-23	1	49	0.500175	-0.577549	1.78395	1.96853	0.33	0.774994
52	g	-23	21	49	-0.500175	0.577549	0.515959	0.921928	0	0.764027
53	dbar	-31	-1	78	0	0	1.3702	1.3702	0	-nan
54	d	-31	1	79	0	0	-1.83006	1.83006	0	-0
55	dbar	-33	-1	53	-0.519226	0.547757	1.13666	1.40375	0.33	0.776502
56	d	-33	1	53	0.519226	-0.547757	-1.59652	1.7965	0.33	0.767806
57	g	-31	21	61	0	0	0.0280274	0.0280274	0	-nan
58	g	-31	21	62	0	0	-5.45659	5.45659	0	-0
59	g	-33	21	57	0.00765436	0.339827	-4.07028	4.08445	0	0.339913
